iter	RMSE
149	0.1054565373
150	0.1054540965
151	0.1054509855
152	0.105447169
153	0.1054433765
154	0.1054391528
155	0.10543494
156	0.1054313493
157	0.1054279231
158	0.1054241448
159	0.1054213886
160	0.1054173805
161	0.1054138081
162	0.1054108078
163	0.1054065619
164	0.1054034147
165	0.1053995655
166	0.1053954888
167	0.1053917679
168	0.1053873285
169	0.1053835698
170	0.1053791499
171	0.1053756889
172	0.1053725711
173	0.1053680921
174	0.1053645455
175	0.1053605155
176	0.1053568996
177	0.1053536665
178	0.1053501513
179	0.1053468642
180	0.1053428208
181	0.1053390856
182	0.1053354269
183	0.105332317
184	0.1053286461
185	0.1053248713
186	0.1053213828
187	0.1053178905
188	0.1053147838
189	0.1053122182
190	0.1053082604
191	0.1053043926
192	0.1053003654
193	0.1052964025
194	0.105293131
195	0.1052886794
196	0.1052849247
197	0.1052810482
198	0.1052773599
199	0.1052737977
200	0.1052705393
201	0.1052660756
202	0.1052620097
203	0.1052584828
204	0.1052555548
205	0.1052524689
206	0.1052482663
207	0.1052443608
208	0.1052407186
209	0.1052374539
210	0.1052340217
211	0.1052303301
212	0.1052267061
213	0.1052239951
214	0.1052198292
215	0.1052158672
216	0.1052127781
217	0.1052094964
218	0.1052061265
219	0.105202175
220	0.1051986878
221	0.1051947516
222	0.1051912634
223	0.1051874962
224	0.1051839967
225	0.1051796348
226	0.105175542
227	0.1051720494
228	0.1051682722
229	0.105165308
230	0.1051609438
231	0.1051570124
232	0.1051535496
233	0.1051507548
234	0.1051468421
235	0.1051428236
236	0.1051396839
237	0.1051359568
238	0.1051314408
239	0.105128391
240	0.1051252293
241	0.1051212152
242	0.1051177513
243	0.1051138051
244	0.1051097833
245	0.1051070795
246	0.1051037316
247	0.1050995384
248	0.1050952335
249	0.105090546
250	0.105087009
251	0.105083988
252	0.1050798449
253	0.1050760954
254	0.1050722182
255	0.1050685056
256	0.1050647833
257	0.1050611591
258	0.1050571595
259	0.1050531775
260	0.1050509915
261	0.1050471661
262	0.1050431082
263	0.1050392767
264	0.1050362935
265	0.1050327939
266	0.1050293953
267	0.1050257289
268	0.1050227671
269	0.105019375
270	0.10501611
271	0.1050127804
272	0.1050093359
273	0.1050056681
274	0.1050020092
275	0.1049979584
276	0.104994048
277	0.104990314
278	0.1049871192
279	0.1049834778
280	0.1049794232
281	0.1049764215
282	0.1049727146
283	0.104969206
284	0.1049654264
285	0.1049614458
286	0.1049584985
287	0.1049544657
288	0.104950366
289	0.1049467617
290	0.1049437805
291	0.1049412038
292	0.1049372196
293	0.1049333821
294	0.1049302424
295	0.1049269167
296	0.104923387
297	0.1049201666
298	0.1049167726
299	0.1049127574
300	0.1049094696
301	0.1049061171
302	0.1049025055
303	0.1048992626
304	0.1048952451
305	0.1048917585
306	0.1048887738
307	0.104885763
308	0.1048833698
309	0.1048801046
310	0.1048758577
311	0.1048725397
312	0.1048698334
313	0.1048657518
314	0.1048617008
315	0.1048579565
316	0.1048536826
317	0.1048496184
318	0.1048457557
319	0.1048421794
320	0.1048386445
321	0.1048343944
322	0.1048303449
323	0.1048267283
324	0.1048226617
325	0.1048204146
326	0.1048170992
327	0.1048139916
328	0.1048103249
329	0.1048062859
330	0.1048017125
331	0.1047981332
332	0.1047949824
333	0.1047913099
334	0.1047890013
335	0.104785182
336	0.1047810461
337	0.1047773948
338	0.1047738438
339	0.1047706802
340	0.1047687064
341	0.1047639837
342	0.1047596385
343	0.1047565582
344	0.1047527144
345	0.1047490634
346	0.1047451703
347	0.1047413963
348	0.1047383037
349	0.1047350495
350	0.1047314934
351	0.1047282459
352	0.1047248293
353	0.1047214741
354	0.1047178494
355	0.1047141949
356	0.1047108916
357	0.104707759
358	0.1047044127
359	0.1047006287
360	0.1046969095
361	0.1046930162
362	0.1046890546
363	0.1046862471
364	0.1046829946
365	0.1046791351
366	0.1046757744
367	0.104672189
368	0.1046685727
369	0.1046654624
370	0.1046624035
371	0.1046575628
372	0.1046538026
373	0.1046491941
374	0.1046453413
375	0.1046414366
376	0.1046374274
377	0.1046332052
378	0.1046295312
379	0.104626607
380	0.1046225734
381	0.1046188742
382	0.1046153122
383	0.1046113243
384	0.1046072949
385	0.1046043208
386	0.1046002792
387	0.1045971409
388	0.1045939373
389	0.1045899631
390	0.1045871608
391	0.1045836585
392	0.1045799868
393	0.1045762335
394	0.1045718996
395	0.1045688729
396	0.1045657682
397	0.1045620489
398	0.1045586041
399	0.1045561195
400	0.1045526974
401	0.1045491937
402	0.1045448587
403	0.1045405389
404	0.1045371374
405	0.1045351588
406	0.1045331985
407	0.1045293962
408	0.1045261907
409	0.1045226241
410	0.1045193376
411	0.10451541
412	0.1045115008
413	0.1045072823
414	0.104504079
415	0.1045005248
416	0.1044964786
417	0.1044929425
418	0.1044898773
419	0.1044859829
420	0.1044828239
421	0.1044796618
422	0.1044763682
423	0.1044728052
424	0.1044692393
425	0.1044646771
426	0.1044605254
427	0.1044570972
428	0.1044539219
429	0.1044507425
430	0.1044469838
431	0.1044434425
432	0.1044393793
433	0.1044355434
434	0.104432898
435	0.1044287484
436	0.1044254508
437	0.1044232157
438	0.1044192469
439	0.1044154999
440	0.1044123525
441	0.1044082292
442	0.1044045074
443	0.104401175
444	0.1043973721
445	0.1043937325
446	0.1043903691
447	0.1043863814
448	0.1043829412
449	0.1043791276
450	0.1043760652
451	0.1043737597
452	0.1043699431
453	0.1043664573
454	0.1043627922
455	0.1043586379
456	0.1043556487
457	0.1043521635
458	0.1043486868
459	0.1043453002
460	0.1043414263
461	0.1043370987
462	0.1043336648
463	0.1043298671
464	0.104326175
465	0.1043226323
466	0.1043190665
467	0.1043153998
468	0.104311703
469	0.1043089023
470	0.1043050166
471	0.1043014464
472	0.1042987897
473	0.1042946819
474	0.1042910758
475	0.1042875787
476	0.1042847883
477	0.1042811296
478	0.1042778039
479	0.1042747798
480	0.1042709024
481	0.1042680579
482	0.1042645435
483	0.1042615923
484	0.1042574934
485	0.1042537452
486	0.1042497338
487	0.10424631
488	0.1042425405
489	0.104239574
490	0.1042358074
491	0.1042314655
492	0.1042289292
493	0.1042254016
494	0.1042213742
495	0.1042181819
496	0.104215412
497	0.1042118757
498	0.1042083066
499	0.1042042598
500	0.1041999353
501	0.1041961185
502	0.1041924804
503	0.1041886101
504	0.104184899
505	0.1041807276
506	0.1041772853
507	0.1041744207
508	0.1041713063
509	0.1041674476
510	0.1041644839
511	0.1041605396
512	0.1041566817
513	0.1041529596
514	0.1041500998
515	0.1041473552
516	0.1041437268
517	0.1041405493
518	0.10413748
519	0.1041347807
520	0.1041319162
521	0.1041288378
522	0.1041254683
523	0.1041215855
524	0.1041178243
525	0.1041143482
526	0.1041111161
527	0.104107697
528	0.1041039122
529	0.1041007198
530	0.1040975105
531	0.1040939216
532	0.1040905039
533	0.104086624
534	0.1040836624
535	0.1040802672
536	0.1040769121
537	0.10407241
538	0.1040694547
539	0.1040649264
540	0.1040609412
541	0.1040584076
542	0.1040541537
543	0.1040513311
544	0.1040484668
545	0.104044757
546	0.1040409966
547	0.1040387332
548	0.1040349329
549	0.1040312151
550	0.1040271446
551	0.1040228527
552	0.1040196019
553	0.1040167924
554	0.1040124004
555	0.1040082044
556	0.1040048977
557	0.1040018609
558	0.1039994773
559	0.1039960306
560	0.1039922927
561	0.1039886889
562	0.103985361
563	0.1039821693
564	0.1039789531
565	0.1039754657
566	0.103971938
567	0.1039683335
568	0.1039655879
569	0.1039617376
570	0.1039578487
571	0.1039551082
572	0.103951044
573	0.103948408
574	0.103944677
575	0.1039406865
576	0.1039374533
577	0.1039340922
578	0.103930811
579	0.1039271593
580	0.1039231456
581	0.1039197395
582	0.1039157903
583	0.103911379
584	0.1039081734
585	0.103904628
586	0.1039008269
587	0.1038974323
588	0.1038932256
589	0.1038899002
590	0.1038868995
591	0.1038838644
592	0.1038816223
593	0.103878586
594	0.103874037
595	0.1038701053
596	0.1038658489
597	0.1038627063
598	0.1038594834
599	0.1038556164
600	0.1038522824
601	0.1038484775
602	0.1038438817
603	0.1038414182
604	0.103837762
605	0.1038346949
606	0.1038313933
607	0.1038273924
608	0.103823346
609	0.103820114
610	0.1038158921
611	0.103812207
612	0.1038087387
613	0.1038057823
614	0.1038024391
615	0.1037988798
616	0.1037957164
617	0.1037920968
618	0.1037894067
619	0.1037846619
620	0.1037809934
621	0.1037770404
622	0.1037734239
623	0.1037706643
624	0.1037675677
625	0.1037641205
626	0.1037596124
627	0.1037564023
628	0.1037529825
629	0.1037497385
630	0.1037457815
631	0.1037426294
632	0.1037399247
633	0.1037370346
634	0.1037335474
635	0.1037304764
636	0.1037279191
637	0.103724015
638	0.1037207721
639	0.1037172919
640	0.1037137323
641	0.1037094628
642	0.1037065922
643	0.1037035448
644	0.1036999508
645	0.1036962623
646	0.1036920956
647	0.1036884143
648	0.1036851489
649	0.10368111
650	0.1036770473
651	0.1036728676
652	0.1036695059
653	0.1036660042
654	0.1036623836
655	0.103658913
656	0.1036555466
657	0.1036519756
658	0.1036486983
659	0.1036447694
660	0.1036415623
661	0.103638489
662	0.1036352238
663	0.1036314426
664	0.1036278999
665	0.1036242147
666	0.1036208303
667	0.1036169388
668	0.1036130896
669	0.103610082
670	0.103606448
671	0.1036038121
672	0.1036010557
673	0.1035977667
674	0.1035937932
675	0.1035902184
676	0.1035868576
677	0.1035829578
678	0.1035793618
679	0.1035762408
680	0.1035731933
681	0.1035701449
682	0.1035662295
683	0.1035621681
684	0.1035591212
685	0.1035555036
686	0.1035515177
687	0.1035482847
688	0.1035449075
689	0.1035415483
690	0.1035379931
691	0.1035343335
692	0.1035304554
693	0.1035269199
694	0.1035239533
695	0.1035199727
696	0.1035173415
697	0.1035133196
698	0.103509847
699	0.1035068582
700	0.103503194
701	0.1034994242
702	0.1034962918
703	0.1034926746
704	0.1034898923
705	0.1034857084
706	0.1034823632
707	0.1034778815
708	0.1034747683
709	0.1034713155
710	0.1034684941
711	0.1034658133
712	0.103462445
713	0.103459295
714	0.1034554144
715	0.1034521028
716	0.1034487286
717	0.1034452403
718	0.1034417816
719	0.1034376564
720	0.1034329933
721	0.1034289586
722	0.1034256732
723	0.1034220449
724	0.1034186639
725	0.1034151088
726	0.1034115626
727	0.1034078711
728	0.1034051585
729	0.1034020024
730	0.1033984106
731	0.1033954585
732	0.1033914085
733	0.103388439
734	0.1033854447
735	0.1033818871
736	0.1033784098
737	0.1033747137
738	0.1033703275
739	0.103366945
740	0.103363664
741	0.1033595071
742	0.1033553321
743	0.1033519969
744	0.1033477398
745	0.1033439148
746	0.1033404074
747	0.1033368439
748	0.1033335043
749	0.1033297615
750	0.1033271144
751	0.103323474
752	0.1033197141
753	0.1033161336
754	0.1033124149
755	0.1033082248
756	0.1033048366
757	0.1033018641
758	0.1032981595
759	0.1032941297
760	0.103290814
761	0.1032867667
762	0.1032836846
763	0.1032804089
764	0.1032784597
765	0.1032746222
766	0.1032706322
767	0.1032676209
768	0.1032642354
769	0.1032603002
770	0.1032566262
771	0.1032529378
772	0.1032496158
773	0.1032458026
774	0.1032421709
775	0.1032386534
776	0.103235285
777	0.1032326849
778	0.1032293403
779	0.1032254704
780	0.1032228204
781	0.1032189319
782	0.103215824
783	0.1032125544
784	0.103209056
785	0.1032055427
786	0.1032028465
787	0.1031992406
788	0.1031959936
789	0.1031938314
790	0.103189784
791	0.1031868304
792	0.1031835591
793	0.1031800973
794	0.1031770459
795	0.1031742242
796	0.103170137
797	0.1031671375
798	0.1031637722
799	0.1031597678
800	0.1031566231
801	0.1031535868
802	0.1031497042
803	0.1031463195
804	0.1031420551
805	0.1031393272
806	0.1031355676
807	0.1031317743
808	0.1031285587
809	0.1031242998
810	0.1031214598
811	0.103118277
812	0.1031149915
813	0.103112022
814	0.1031077953
815	0.103103462
816	0.1030998317
817	0.1030964888
818	0.1030924744
819	0.1030882146
820	0.1030846345
821	0.1030808542
822	0.1030773695
823	0.1030743754
824	0.1030706789
825	0.1030670254
826	0.1030636756
827	0.1030604661
828	0.1030567809
829	0.1030534935
830	0.1030498101
831	0.1030460553
832	0.1030425794
833	0.1030394989
834	0.1030368973
835	0.1030346467
836	0.1030313363
837	0.1030281754
838	0.103024915
839	0.1030215042
840	0.1030185127
841	0.103015118
842	0.1030121068
843	0.103008166
844	0.1030047027
845	0.1030016057
846	0.1029983812
847	0.1029946814
848	0.1029914043
849	0.1029880499
850	0.1029839777
851	0.1029806354
852	0.1029779841
853	0.1029741484
854	0.1029711098
855	0.1029683848
856	0.1029647487
857	0.1029627254
858	0.10295955
859	0.102955997
860	0.1029518189
861	0.1029490908
862	0.10294563
863	0.1029419857
864	0.1029381062
865	0.1029344901
866	0.102930421
867	0.1029268458
868	0.1029243378
869	0.1029207434
870	0.1029172405
871	0.1029134377
872	0.1029098042
873	0.1029066597
874	0.1029036928
875	0.1028997201
876	0.1028960045
877	0.1028923808
878	0.1028886595
879	0.1028849925
880	0.1028818257
881	0.1028777999
882	0.1028742655
883	0.1028711451
884	0.1028684034
885	0.1028646662
886	0.1028612481
887	0.1028577571
888	0.1028542752
889	0.1028510929
890	0.1028478835
891	0.1028442667
892	0.1028415243
893	0.1028384999
894	0.1028352127
895	0.1028317077
896	0.1028284363
897	0.1028256583
898	0.1028222677
899	0.1028185128
900	0.1028147948
0.1000193117
903	0.1000121017
904	0.100005501
905	0.09999940808
906	0.09999347565
907	0.09998744175
908	0.09998097306
909	0.09997466174
910	0.09996980488
911	0.09996386025
912	0.09995738808
913	0.09995111497
914	0.09994382218
915	0.0999389702
916	0.09993254054
917	0.09992657496
918	0.09992033191
919	0.09991359393
920	0.09990798354
921	0.09990177769
922	0.09989533988
923	0.09988892608
924	0.09988425591
925	0.09987873129
926	0.09987304885
927	0.09986653929
928	0.09985988784
929	0.09985290018
930	0.09984732781
931	0.0998421928
932	0.09983626374
933	0.09983019979
934	0.09982367892
935	0.09981773349
936	0.09981178069
937	0.09980558437
938	0.09979868404
939	0.09979342879
940	0.0997859256
941	0.09978030102
942	0.0997747006
943	0.09977024328
944	0.09976523365
945	0.09975977417
946	0.09975297594
947	0.0997469054
948	0.0997408914
949	0.09973620528
950	0.09972953829
951	0.09972412443
952	0.09971803802
953	0.09971217551
954	0.09970587976
955	0.09969981317
956	0.09969303448
957	0.09968722819
958	0.09968168526
959	0.09967525003
960	0.0996683643
961	0.09966190907
962	0.09965595791
963	0.09964975668
964	0.0996426261
965	0.09963564292
966	0.09962796321
967	0.0996222579
968	0.09961620948
969	0.09960983443
970	0.09960494521
971	0.09959857661
972	0.09959440841
973	0.0995873367
974	0.09958001946
975	0.09957328922
976	0.09956752626
977	0.09956104284
978	0.09955394614
979	0.09954877052
980	0.09954268282
981	0.09953675397
982	0.09953284043
983	0.09952865589
984	0.09952433484
985	0.09951893202
986	0.09951368874
987	0.09950763731
988	0.09950113177
989	0.09949412057
990	0.09948824179
991	0.09948334512
992	0.09947758237
993	0.099471182
994	0.09946585656
995	0.09945893575
996	0.09945319469
997	0.09944810158
998	0.09944193662
999	0.09943515655
1000	0.09942982135
1001	0.09942421285
1002	0.0994200229
1003	0.09941270342
1004	0.09940645162
1005	0.09940087364
1006	0.09939383166
1007	0.09938737204
1008	0.099380903
1009	0.0993749975
1010	0.09936815027
1011	0.0993622802
1012	0.0993556929
1013	0.0993499483
1014	0.09934430727
1015	0.09933750119
1016	0.09933165381
1017	0.09932489297
1018	0.09931821442
1019	0.09931328185
1020	0.09930762677
1021	0.09930044383
1022	0.09929434989
1023	0.0992878754
1024	0.09928256999
1025	0.09927669749
1026	0.09927143725
1027	0.09926606723
1028	0.09925993007
1029	0.09925366107
1030	0.09924774943
1031	0.09924130309
1032	0.09923600492
1033	0.09923008352
1034	0.09922258558
1035	0.09921626502
1036	0.09921069203
1037	0.09920538654
1038	0.09919979706
1039	0.09919328158
1040	0.09918833392
1041	0.09918414212
1042	0.09917917858
1043	0.09917414872
1044	0.09916696379
1045	0.09916011819
1046	0.09915258739
1047	0.09914713432
1048	0.09914085188
1049	0.09913454983
1050	0.09912867798
1051	0.09912221659
1052	0.09911495149
1053	0.09910810688
1054	0.09910273986
1055	0.09909631006
1056	0.0990902246
1057	0.09908309124
1058	0.09907813725
1059	0.09907158423
1060	0.0990643615
1061	0.09905841413
1062	0.09905220624
1063	0.09904637057
1064	0.09903945297
1065	0.09903353716
1066	0.09902849887
1067	0.09902243172
1068	0.09901710755
1069	0.09901238769
1070	0.09900667752
1071	0.09900034243
1072	0.098994757
1073	0.09898935684
1074	0.09898260933
1075	0.09897614511
1076	0.09897011715
1077	0.0989636765
1078	0.09895794973
1079	0.09895268049
1080	0.0989469743
1081	0.09894049404
1082	0.0989341608
1083	0.09892930796
1084	0.09892303472
1085	0.09891684528
1086	0.09891079518
1087	0.09890411683
1088	0.09889927202
1089	0.09889385464
1090	0.09889007416
1091	0.09888318535
1092	0.09887667747
1093	0.09887026513
1094	0.09886341143
1095	0.09885676425
1096	0.09885137675
1097	0.09884432185
1098	0.09883768622
1099	0.09883257142
1100	0.09882605136
1101	0.09882036088
1102	0.09881421923
1103	0.09880838976
1104	0.09880149931
1105	0.09879633421
1106	0.0987913532
1107	0.09878527904
1108	0.09877925263
1109	0.0987732683
1110	0.09876752149
1111	0.09876218139
1112	0.09875607437
1113	0.09875079663
1114	0.09874474018
1115	0.09873820821
1116	0.09873234647
1117	0.09872599435
1118	0.09872023658
1119	0.09871308525
1120	0.09870697872
1121	0.09870002141
1122	0.09869421405
1123	0.09868831409
1124	0.0986813943
1125	0.09867609564
1126	0.09867031271
1127	0.09866408941
1128	0.09865779443
1129	0.09865016998
1130	0.09864411598
1131	0.09863845059
1132	0.09863294389
1133	0.09862857276
1134	0.09862335702
1135	0.09861698701
1136	0.09861221375
1137	0.09860632322
1138	0.09860116994
1139	0.09859579305
1140	0.09858933288
1141	0.09858306024
1142	0.09857720429
1143	0.09857247613
1144	0.09856695622
1145	0.09856016759
1146	0.09855466535
1147	0.09854727278
1148	0.09854219598
1149	0.09853668701
1150	0.09853085246
1151	0.09852447078
1152	0.09851963022
1153	0.0985132713
1154	0.09850777775
1155	0.09850212098
1156	0.09849429245
1157	0.09848869101
1158	0.09848284618
1159	0.09847763541
1160	0.09847186518
1161	0.09846588994
1162	0.09846029545
1163	0.0984532448
1164	0.09844633763
1165	0.09844069464
1166	0.09843615749
1167	0.09842997123
1168	0.09842363087
1169	0.09841692011
1170	0.09841060164
1171	0.09840496211
1172	0.09840033497
1173	0.09839444684
1174	0.09838817265
1175	0.09838276721
1176	0.0983778938
1177	0.09837214146
1178	0.09836770564
1179	0.09836180326
1180	0.09835527055
1181	0.09835022784
1182	0.09834591501
1183	0.09833979713
1184	0.09833336968
1185	0.09832669651
1186	0.09831939854
1187	0.09831321185
1188	0.09830754281
1189	0.09830153394
1190	0.09829592191
1191	0.09829004222
1192	0.09828455799
1193	0.09827992834
1194	0.0982734028
1195	0.09826733954
1196	0.09826237699
1197	0.09825536789
1198	0.09824914159
1199	0.09824307391
1200	0.09823549848
1201	0.09823013009
1202	0.09822416909
1203	0.09821896193
1204	0.09821244082
1205	0.09820681733
1206	0.09820010592
1207	0.09819423939
1208	0.09818946642
1209	0.09818257078
1210	0.0981778611
1211	0.09817323131
1212	0.09816717579
1213	0.09815993974
1214	0.09815332547
1215	0.09814715225
1216	0.09814146672
1217	0.09813595457
1218	0.09813104275
1219	0.09812436636
1220	0.09811805885
1221	0.09811277706
1222	0.09810758119
1223	0.09810115156
1224	0.09809556815
1225	0.09809003692
1226	0.0980848392
1227	0.09807859817
1228	0.09807253518
1229	0.09806581113
1230	0.09806016141
1231	0.09805520099
1232	0.098051669
1233	0.09804475156
1234	0.09803885025
1235	0.09803387867
1236	0.09802819979
1237	0.09802251949
1238	0.0980162346
1239	0.09801225098
1240	0.09800594351
1241	0.09799927971
1242	0.09799352278
1243	0.0979888376
1244	0.09798298857
1245	0.09797688354
1246	0.09797135375
1247	0.09796608517
1248	0.09796027107
1249	0.09795550829
1250	0.09794983256
9	0.1009573583
1270	0.1009540185
1271	0.1009503595
1272	0.1009463588
1273	0.1009426372
1274	0.1009393766
1275	0.1009360199
1276	0.1009325222
1277	0.1009292941
1278	0.1009259127
1279	0.1009218239
1280	0.1009178197
1281	0.1009139292
1282	0.1009103961
1283	0.1009067466
1284	0.1009034171
1285	0.100900026
1286	0.1008960228
1287	0.1008923308
1288	0.1008889605
1289	0.1008852252
1290	0.1008821742
1291	0.1008788675
1292	0.1008764978
1293	0.1008728865
1294	0.100868715
1295	0.1008651139
1296	0.1008616415
1297	0.1008577192
1298	0.1008538285
1299	0.1008497061
1300	0.1008458725
1301	0.1008426662
1302	0.1008388314
1303	0.1008350691
1304	0.1008319334
1305	0.1008281861
1306	0.1008242743
1307	0.100821918
1308	0.1008197168
1309	0.1008162151
1310	0.1008125541
1311	0.1008090066
1312	0.1008055305
1313	0.1008013483
1314	0.100799103
1315	0.1007954748
1316	0.1007914708
1317	0.1007887286
1318	0.1007855335
1319	0.1007827927
1320	0.1007790342
1321	0.1007754237
1322	0.1007721673
1323	0.1007685943
1324	0.1007654623
1325	0.1007615968
1326	0.1007575493
1327	0.1007544785
1328	0.1007520938
1329	0.100748746
1330	0.10074511
1331	0.1007422762
1332	0.1007384026
1333	0.1007348145
1334	0.1007306943
1335	0.1007270102
1336	0.1007232737
1337	0.1007196396
1338	0.1007161157
1339	0.1007129021
1340	0.1007095614
1341	0.1007063405
1342	0.1007020839
1343	0.1006985939
1344	0.1006950082
1345	0.1006916159
1346	0.1006882565
1347	0.1006845453
1348	0.1006810392
1349	0.1006779772
1350	0.1006741223
1351	0.1006708331
1352	0.1006672717
1353	0.1006642503
1354	0.1006607964
1355	0.1006568801
1356	0.1006534175
1357	0.1006500263
1358	0.1006468391
1359	0.1006432383
1360	0.1006397102
1361	0.1006360889
1362	0.1006339148
1363	0.1006297694
1364	0.1006264481
1365	0.100623146
1366	0.1006197155
1367	0.1006159994
1368	0.1006124684
1369	0.1006092214
1370	0.1006050459
1371	0.1006015519
1372	0.1005981343
1373	0.1005939252
1374	0.1005909786
1375	0.1005871805
1376	0.1005841674
1377	0.1005801249
1378	0.1005769747
1379	0.1005736322
1380	0.1005699963
1381	0.1005664795
1382	0.1005631365
1383	0.1005605801
1384	0.1005569437
1385	0.1005529374
1386	0.100549922
1387	0.1005462153
1388	0.1005420208
1389	0.1005387056
1390	0.1005352825
1391	0.1005317844
1392	0.1005282766
1393	0.1005250254
1394	0.1005222506
1395	0.10051928
1396	0.1005158001
1397	0.1005133639
1398	0.1005101177
1399	0.1005064415
1400	0.1005029277
1401	0.1004993315
1402	0.1004957877
1403	0.1004921381
1404	0.1004880905
1405	0.1004840504
1406	0.1004808952
1407	0.1004774655
1408	0.1004738466
1409	0.100469656
1410	0.1004659911
1411	0.1004637968
1412	0.1004601118
1413	0.1004567808
1414	0.1004541682
1415	0.1004506402
1416	0.1004468839
1417	0.1004445309
1418	0.1004412364
1419	0.1004376858
1420	0.1004342196
1421	0.1004302558
1422	0.1004268735
1423	0.1004233122
1424	0.1004194393
1425	0.1004161707
1426	0.1004125016
1427	0.100408532
1428	0.1004041789
1429	0.1004008256
1430	0.1003983006
1431	0.1003949994
1432	0.1003912652
1433	0.1003869454
1434	0.1003833687
1435	0.1003804165
1436	0.1003763766
1437	0.100373042
1438	0.1003700706
1439	0.1003665856
1440	0.1003630677
1441	0.1003600899
1442	0.1003565109
1443	0.1003524286
1444	0.1003492022
1445	0.1003457341
1446	0.1003417987
1447	0.1003378228
1448	0.1003344948
1449	0.1003307247
1450	0.1003272184
1451	0.1003236525
1452	0.1003198109
1453	0.1003164355
1454	0.1003124408
1455	0.1003095455
1456	0.1003061955
1457	0.1003030422
1458	0.1002996241
1459	0.1002961674
1460	0.1002927512
1461	0.1002894336
1462	0.1002860564
1463	0.1002835325
1464	0.1002804476
1465	0.1002768518
1466	0.1002734152
1467	0.1002701664
1468	0.1002665648
1469	0.1002640875
1470	0.1002607695
1471	0.1002578538
1472	0.1002546673
1473	0.1002509583
1474	0.100247733
1475	0.1002446133
1476	0.1002412761
1477	0.1002374081
1478	0.1002337745
1479	0.1002306401
1480	0.1002268152
1481	0.100223399
1482	0.1002195641
1483	0.1002157752
1484	0.100213228
1485	0.1002092852
1486	0.1002058875
1487	0.1002025237
1488	0.1001990468
1489	0.1001956195
1490	0.1001926103
1491	0.100189183
1492	0.1001860042
1493	0.1001821471
1494	0.1001793637
1495	0.1001766237
1496	0.1001740475
1497	0.1001706568
1498	0.1001672536
1499	0.1001634635
1500	0.1001603412
1501	0.1001572078
1502	0.1001552556
1503	0.1001521192
1504	0.1001485397
1505	0.1001464297
1506	0.1001432925
1507	0.1001394144
1508	0.100135959
1509	0.1001327356
1510	0.1001292262
1511	0.1001258624
1512	0.1001228973
1513	0.100120242
1514	0.1001161085
1515	0.1001135093
1516	0.1001107675
1517	0.1001077658
1518	0.1001052792
1519	0.1001019899
1520	0.1000985557
1521	0.1000951483
1522	0.1000914613
1523	0.1000877239
1524	0.1000838522
1525	0.100081017
1526	0.1000776681
1527	0.1000739767
1528	0.1000707264
